Type,patch,plot,litter,canopy,nitrogen,phosphorous,potassium,size,dist,age,lat,long
WAS,IK,IK3,2,64.58,2870,10.2,104,23.20168782,11337.00505,12,151801.8,381482.6
WAS,IK,IK4,4.9,60.9,3010,13.4,79.8,23.20168782,11224.35878,12,151657.2,381404.2
WAS,IK,IK4,18,37,3010,13.4,79.8,23.20168782,11224.35878,12,151657.2,381404.2
WAS,IK,IK4,5.6,50.5,3010,13.4,79.8,23.20168782,11224.35878,12,151657.2,381404.2
WAS,IK,IK4,3.4,0,3010,13.4,79.8,23.20168782,11224.35878,12,151657.2,381404.2
WAS,IK,IK4,5.5,8.3,3010,13.4,79.8,23.20168782,11224.35878,12,151657.2,381404.2
WAS,IK,IK5,3.3,88.8,1190,3.96,134,23.20168782,11410.3239,12,151805.2,381557.6
WAS,IK,IK5,12,83.3,1190,3.96,134,23.20168782,11410.3239,12,151805.2,381557.6
WAS,IK,IK5,5.3,95.3,1190,3.96,134,23.20168782,11410.3239,12,151805.2,381557.6
WAS,IK,IK5,5.3,95.1,1190,3.96,134,23.20168782,11410.3239,12,151805.2,381557.6
WAS,IK,IK5,7,93,1190,3.96,134,23.20168782,11410.3239,12,151805.2,381557.6
WAS,JR,JR1,3,16.67,2940,1.56,67.4,19.66356372,3373.952933,25,146656.4,361291.8
WAS,JR,JR1,4,10.42,2940,1.56,67.4,19.66356372,3373.952933,25,146656.4,361291.8
WAS,JR,JR1,3,6.25,2940,1.56,67.4,19.66356372,3373.952933,25,146656.4,361291.8
WAS,JR,JR1,2.5,12.5,2940,1.56,67.4,19.66356372,3373.952933,25,146656.4,361291.8
WAS,JR,JR1,3.5,8.33,2940,1.56,67.4,19.66356372,3373.952933,25,146656.4,361291.8
WAS,JR,JR2,3,85.42,1610,2.75,61,19.66356372,3532.015186,25,146469.8,361277.2
WAS,JR,JR2,3.5,85.42,1610,2.75,61,19.66356372,3532.015186,25,146469.8,361277.2
WAS,JR,JR2,4,70.83,1610,2.75,61,19.66356372,3532.015186,25,146469.8,361277.2
WAS,JR,JR2,5,83.33,1610,2.75,61,19.66356372,3532.015186,25,146469.8,361277.2
WAS,JR,JR2,3,4.17,1610,2.75,61,19.66356372,3532.015186,25,146469.8,361277.2
WAS,JR,JR3,5,79.17,2380,5.48,78.9,19.66356372,3392.820148,25,146559,361391.6
WAS,JR,JR3,4,91.67,2380,5.48,78.9,19.66356372,3392.820148,25,146559,361391.6
WAS,JR,JR3,3.5,89.58,2380,5.48,78.9,19.66356372,3392.820148,25,146559,361391.6
WAS,JR,JR3,3,84.38,2380,5.48,78.9,19.66356372,3392.820148,25,146559,361391.6
WAS,JR,JR3,5.5,90.63,2380,5.48,78.9,19.66356372,3392.820148,25,146559,361391.6
WAS,JR,JR4,6,94.79,1260,8.16,58.2,19.66356372,3481.924875,25,146448.8,361394
WAS,JR,JR4,4,92.71,1260,8.16,58.2,19.66356372,3481.924875,25,146448.8,361394
WAS,JR,JR4,4.5,97.92,1260,8.16,58.2,19.66356372,3481.924875,25,146448.8,361394
WAS,JR,JR4,6,93.75,1260,8.16,58.2,19.66356372,3481.924875,25,146448.8,361394
WAS,JR,JR4,4,91.67,1260,8.16,58.2,19.66356372,3481.924875,25,146448.8,361394
WAS,JR,JR5,4.5,18.75,1610,5.84,70.8,19.66356372,3282.195173,25,146537,361624.6
WAS,JR,JR5,7,11.46,1610,5.84,70.8,19.66356372,3282.195173,25,146537,361624.6
WAS,JR,JR5,5,23.96,1610,5.84,70.8,19.66356372,3282.195173,25,146537,361624.6
WAS,JR,JR5,5,19.79,1610,5.84,70.8,19.66356372,3282.195173,25,146537,361624.6
WAS,JR,JR5,3,8.33,1610,5.84,70.8,19.66356372,3282.195173,25,146537,361624.6
WAS,KJ,KJ1,3,14.58,2800,9.1,67.7,11.41173097,3663.777313,4,157521.6,361387.2
WAS,KJ,KJ1,3,73.96,2800,9.1,67.7,11.41173097,3663.777313,4,157521.6,361387.2
WAS,KJ,KJ1,4,61.46,2800,9.1,67.7,11.41173097,3663.777313,4,157521.6,361387.2
WAS,KJ,KJ1,2,45.83,2800,9.1,67.7,11.41173097,3663.777313,4,157521.6,361387.2
WAS,KJ,KJ1,4,51.04,2800,9.1,67.7,11.41173097,3663.777313,4,157521.6,361387.2
WAS,KJ,KJ2,4,29.17,4410,3.76,82,11.41173097,3686.596159,4,157407.8,361305
WAS,KJ,KJ2,2.5,10.42,4410,3.76,82,11.41173097,3686.596159,4,157407.8,361305
WAS,KJ,KJ2,3,20.83,4410,3.76,82,11.41173097,3686.596159,4,157407.8,361305
WAS,KJ,KJ2,4,9.38,4410,3.76,82,11.41173097,3686.596159,4,157407.8,361305
WAS,KJ,KJ2,2,18.75,4410,3.76,82,11.41173097,3686.596159,4,157407.8,361305
WAS,KJ,KJ3,8,42.71,2730,4.42,66.1,11.41173097,3791.150121,4,157602.8,361286
WAS,KJ,KJ3,5,44.79,2730,4.42,66.1,11.41173097,3791.150121,4,157602.8,361286
WAS,KJ,KJ3,2.5,47.92,2730,4.42,66.1,11.41173097,3791.150121,4,157602.8,361286
WAS,KJ,KJ3,4.5,90.63,2730,4.42,66.1,11.41173097,3791.150121,4,157602.8,361286
WAS,KJ,KJ3,4,32.29,2730,4.42,66.1,11.41173097,3791.150121,4,157602.8,361286
WAS,KJ,KJ4,7,45.83,1680,7.52,42.5,11.41173097,3901.023301,4,157767.8,361251.6
WAS,KJ,KJ4,5.5,25,1680,7.52,42.5,11.41173097,3901.023301,4,157767.8,361251.6
WAS,KJ,KJ4,6,37.5,1680,7.52,42.5,11.41173097,3901.023301,4,157767.8,361251.6
WAS,KJ,KJ4,9,64.58,1680,7.52,42.5,11.41173097,3901.023301,4,157767.8,361251.6
WAS,KJ,KJ4,7,50,1680,7.52,42.5,11.41173097,3901.023301,4,157767.8,361251.6
WAS,KJ,KJ5,3.5,55.21,2520,5.2,83.7,11.41173097,3936.982809,4,157909,361294.2
WAS,KJ,KJ5,4,26.04,2520,5.2,83.7,11.41173097,3936.982809,4,157909,361294.2
WAS,KJ,KJ5,0,9.38,2520,5.2,83.7,11.41173097,3936.982809,4,157909,361294.2
WAS,KJ,KJ5,0,31.25,2520,5.2,83.7,11.41173097,3936.982809,4,157909,361294.2
WAS,KJ,KJ5,4,9.38,2520,5.2,83.7,11.41173097,3936.982809,4,157909,361294.2
ABA,LD,LD1,1,84.14,2520,24.6,61.7,26.3227905,1851.21721,NA,152891,370425.4
ABA,LD,LD1,2,85.18,2520,24.6,61.7,26.3227905,1851.21721,NA,152891,370425.4
ABA,LD,LD1,2,83.1,2520,24.6,61.7,26.3227905,1851.21721,NA,152891,370425.4
ABA,LD,LD1,2,78.16,2520,24.6,61.7,26.3227905,1851.21721,NA,152891,370425.4
ABA,LD,LD1,4,84.66,2520,24.6,61.7,26.3227905,1851.21721,NA,152891,370425.4
ABA,LD,LD2,3,88.56,1610,6.66,55.5,26.3227905,1771.653747,NA,152932.2,370346.6
ABA,LD,LD2,2,88.04,1610,6.66,55.5,26.3227905,1771.653747,NA,152932.2,370346.6
ABA,LD,LD2,2.5,88.82,1610,6.66,55.5,26.3227905,1771.653747,NA,152932.2,370346.6
ABA,LD,LD2,5,87.26,1610,6.66,55.5,26.3227905,1771.653747,NA,152932.2,370346.6
ABA,LD,LD2,3,86.74,1610,6.66,55.5,26.3227905,1771.653747,NA,152932.2,370346.6
ABA,LD,LD3,0.5,75.04,1960,5.22,60.1,26.3227905,1769.117621,NA,153006.4,370344
ABA,LD,LD3,1.5,79.2,1960,5.22,60.1,26.3227905,1769.117621,NA,153006.4,370344
ABA,LD,LD3,1.5,76.08,1960,5.22,60.1,26.3227905,1769.117621,NA,153006.4,370344
ABA,LD,LD3,2,80.24,1960,5.22,60.1,26.3227905,1769.117621,NA,153006.4,370344
ABA,LD,LD3,0,78.16,1960,5.22,60.1,26.3227905,1769.117621,NA,153006.4,370344
ABA,LD,LD4,2,87,5110,13.4,72.1,26.3227905,1778.071314,NA,153171.2,370343.4
ABA,LD,LD4,1.5,82.32,5110,13.4,72.1,26.3227905,1778.071314,NA,153171.2,370343.4
ABA,LD,LD4,1.5,83.36,5110,13.4,72.1,26.3227905,1778.071314,NA,153171.2,370343.4
ABA,LD,LD4,0.5,88.3,5110,13.4,72.1,26.3227905,1778.071314,NA,153171.2,370343.4
ABA,LD,LD4,0.5,78.42,5110,13.4,72.1,26.3227905,1778.071314,NA,153171.2,370343.4
ABA,LD,LD5,1.5,68.8,7140,20.5,104,26.3227905,1763.797834,NA,153098.6,370335.2
ABA,LD,LD5,4,73.74,7140,20.5,104,26.3227905,1763.797834,NA,153098.6,370335.2
ABA,LD,LD5,1,51.9,7140,20.5,104,26.3227905,1763.797834,NA,153098.6,370335.2
ABA,LD,LD5,5,62.56,7140,20.5,104,26.3227905,1763.797834,NA,153098.6,370335.2
ABA,LD,LD5,1.5,56.84,7140,20.5,104,26.3227905,1763.797834,NA,153098.6,370335.2
ABA,PO,PO1,2.5,90.12,1120,24.2,23.8,10.37876669,10491.70557,NA,156503.6,378635.2
ABA,PO,PO1,1.5,86.74,1120,24.2,23.8,10.37876669,10491.70557,NA,156503.6,378635.2
ABA,PO,PO1,1.5,88.04,1120,24.2,23.8,10.37876669,10491.70557,NA,156503.6,378635.2
ABA,PO,PO1,3.5,90.64,1120,24.2,23.8,10.37876669,10491.70557,NA,156503.6,378635.2
ABA,PO,PO1,2.5,91.16,1120,24.2,23.8,10.37876669,10491.70557,NA,156503.6,378635.2
ABA,PO,PO2,0.5,81.8,2380,38.9,46.7,10.37876669,10504.59639,NA,156615.4,378620
ABA,PO,PO2,0,83.88,2380,38.9,46.7,10.37876669,10504.59639,NA,156615.4,378620
ABA,PO,PO2,1.5,80.24,2380,38.9,46.7,10.37876669,10504.59639,NA,156615.4,378620
ABA,PO,PO2,1.5,85.7,2380,38.9,46.7,10.37876669,10504.59639,NA,156615.4,378620
ABA,PO,PO2,1.5,89.86,2380,38.9,46.7,10.37876669,10504.59639,NA,156615.4,378620
ABA,PO,PO3,11,95.06,3010,20.2,142,10.37876669,10464.74311,NA,156673.6,378563.4
ABA,PO,PO3,2,90.38,3010,20.2,142,10.37876669,10464.74311,NA,156673.6,378563.4
ABA,PO,PO3,4,85.96,3010,20.2,142,10.37876669,10464.74311,NA,156673.6,378563.4
ABA,PO,PO3,6.5,93.5,3010,20.2,142,10.37876669,10464.74311,NA,156673.6,378563.4
ABA,PO,PO3,3,92.46,3010,20.2,142,10.37876669,10464.74311,NA,156673.6,378563.4
ABA,PO,PO4,2.5,89.6,2170,8.09,53.9,10.37876669,10430.9595,NA,156760,378504.8
ABA,PO,PO4,3,90.12,2170,8.09,53.9,10.37876669,10430.9595,NA,156760,378504.8
ABA,PO,PO4,2,88.82,2170,8.09,53.9,10.37876669,10430.9595,NA,156760,378504.8
ABA,PO,PO4,7.5,88.56,2170,8.09,53.9,10.37876669,10430.9595,NA,156760,378504.8
ABA,PO,PO4,4.5,84.92,2170,8.09,53.9,10.37876669,10430.9595,NA,156760,378504.8
ABA,PO,PO5,2.5,77.9,1610,34.5,58.2,10.37876669,10511.10423,NA,156724.8,378597.6
ABA,PO,PO5,3.5,85.44,1610,34.5,58.2,10.37876669,10511.10423,NA,156724.8,378597.6
ABA,PO,PO5,1,82.32,1610,34.5,58.2,10.37876669,10511.10423,NA,156724.8,378597.6
ABA,PO,PO5,1.5,89.08,1610,34.5,58.2,10.37876669,10511.10423,NA,156724.8,378597.6
ABA,PO,PO5,1,90.9,1610,34.5,58.2,10.37876669,10511.10423,NA,156724.8,378597.6
WAS,PT,PT1,3.3,40.6,3080,71.7,101,12.51840836,387.575437,30,151044.4,363634.6
WAS,PT,PT1,0,80.5,3080,71.7,101,12.51840836,387.575437,30,151044.4,363634.6
WAS,PT,PT1,0.8,81.5,3080,71.7,101,12.51840836,387.575437,30,151044.4,363634.6
WAS,PT,PT1,3.7,83.1,3080,71.7,101,12.51840836,387.575437,30,151044.4,363634.6
WAS,PT,PT1,1.1,90.9,3080,71.7,101,12.51840836,387.575437,30,151044.4,363634.6
WAS,PT,PT2,2,85.94,2590,14,72.7,12.51840836,516.800038,30,151164.8,363587.2
WAS,PT,PT2,2,79.43,2590,14,72.7,12.51840836,516.800038,30,151164.8,363587.2
WAS,PT,PT2,1.5,78.91,2590,14,72.7,12.51840836,516.800038,30,151164.8,363587.2
WAS,PT,PT2,2.5,77.86,2590,14,72.7,12.51840836,516.800038,30,151164.8,363587.2
WAS,PT,PT2,3.5,89.58,2590,14,72.7,12.51840836,516.800038,30,151164.8,363587.2
WAS,PT,PT3,2,86.72,2940,14.7,104,12.51840836,613.130491,30,151271,363607
WAS,PT,PT3,1,94.27,2940,14.7,104,12.51840836,613.130491,30,151271,363607
WAS,PT,PT3,3,96.35,2940,14.7,104,12.51840836,613.130491,30,151271,363607
WAS,PT,PT3,2,82.29,2940,14.7,104,12.51840836,613.130491,30,151271,363607
WAS,PT,PT3,2,85.42,2940,14.7,104,12.51840836,613.130491,30,151271,363607
WAS,PT,PT4,4,90.36,2450,13.5,147,12.51840836,417.308039,30,151035.8,363543.6
WAS,PT,PT4,1.5,92.19,2450,13.5,147,12.51840836,417.308039,30,151035.8,363543.6
WAS,PT,PT4,5.3,75,2450,13.5,147,12.51840836,417.308039,30,151035.8,363543.6
WAS,PT,PT4,7.8,72.66,2450,13.5,147,12.51840836,417.308039,30,151035.8,363543.6
WAS,PT,PT4,7,75,2450,13.5,147,12.51840836,417.308039,30,151035.8,363543.6
WAS,PT,PT5,0,93.75,3500,29.8,95.6,12.51840836,377.587817,30,150953,363498.4
WAS,PT,PT5,0,93.49,3500,29.8,95.6,12.51840836,377.587817,30,150953,363498.4
WAS,PT,PT5,0,92.19,3500,29.8,95.6,12.51840836,377.587817,30,150953,363498.4
WAS,PT,PT5,0,93.75,3500,29.8,95.6,12.51840836,377.587817,30,150953,363498.4
WAS,PT,PT5,0,91.15,3500,29.8,95.6,12.51840836,377.587817,30,150953,363498.4
WAS,SA,SA1,3.5,84.38,2800,12.1,74.9,9.619246263,2413.39903,16,146564.8,365406.2
WAS,SA,SA1,6,89.32,2800,12.1,74.9,9.619246263,2413.39903,16,146564.8,365406.2
WAS,SA,SA1,2.5,88.8,2800,12.1,74.9,9.619246263,2413.39903,16,146564.8,365406.2
WAS,SA,SA1,2,89.32,2800,12.1,74.9,9.619246263,2413.39903,16,146564.8,365406.2
WAS,SA,SA1,2.2,89.84,2800,12.1,74.9,9.619246263,2413.39903,16,146564.8,365406.2
WAS,SA,SA2,2,87.2,2100,8.01,44,9.619246263,2476.27139,16,146564,365289
WAS,SA,SA2,3.7,93.2,2100,8.01,44,9.619246263,2476.27139,16,146564,365289
WAS,SA,SA2,4.5,91.4,2100,8.01,44,9.619246263,2476.27139,16,146564,365289
WAS,SA,SA2,2,89.8,2100,8.01,44,9.619246263,2476.27139,16,146564,365289
WAS,SA,SA2,1.2,95.1,2100,8.01,44,9.619246263,2476.27139,16,146564,365289
WAS,SA,SA3,1,90.63,2660,18.1,62,9.619246263,2635.676527,16,146389,365267.4
WAS,SA,SA3,1,86.72,2660,18.1,62,9.619246263,2635.676527,16,146389,365267.4
WAS,SA,SA3,1,86.98,2660,18.1,62,9.619246263,2635.676527,16,146389,365267.4
WAS,SA,SA3,2.5,88.28,2660,18.1,62,9.619246263,2635.676527,16,146389,365267.4
WAS,SA,SA3,2,89.32,2660,18.1,62,9.619246263,2635.676527,16,146389,365267.4
WAS,SA,SA4,4,73.44,2100,3.92,64.2,9.619246263,2543.398686,16,146452.2,365341.2
WAS,SA,SA4,0,77.08,2100,3.92,64.2,9.619246263,2543.398686,16,146452.2,365341.2
WAS,SA,SA4,5,79.17,2100,3.92,64.2,9.619246263,2543.398686,16,146452.2,365341.2
WAS,SA,SA4,4,71.35,2100,3.92,64.2,9.619246263,2543.398686,16,146452.2,365341.2
WAS,SA,SA4,4.5,76.04,2100,3.92,64.2,9.619246263,2543.398686,16,146452.2,365341.2
WAS,SA,SA5,3,87.5,2380,7.07,65.8,9.619246263,2581.305375,16,146538,364983.8
WAS,SA,SA5,3.5,89.06,2380,7.07,65.8,9.619246263,2581.305375,16,146538,364983.8
WAS,SA,SA5,3,88.54,2380,7.07,65.8,9.619246263,2581.305375,16,146538,364983.8
WAS,SA,SA5,2.5,86.2,2380,7.07,65.8,9.619246263,2581.305375,16,146538,364983.8
WAS,SA,SA5,3,88.54,2380,7.07,65.8,9.619246263,2581.305375,16,146538,364983.8
ABA,SJ,SJ1,4,78.13,1330,9.37,45.5,7.587687157,1681.386475,NA,153643.2,362534.2
ABA,SJ,SJ1,6,46.88,1330,9.37,45.5,7.587687157,1681.386475,NA,153643.2,362534.2
ABA,SJ,SJ1,2,75,1330,9.37,45.5,7.587687157,1681.386475,NA,153643.2,362534.2
ABA,SJ,SJ1,3,91.67,1330,9.37,45.5,7.587687157,1681.386475,NA,153643.2,362534.2
ABA,SJ,SJ1,4,82.29,1330,9.37,45.5,7.587687157,1681.386475,NA,153643.2,362534.2
ABA,SJ,SJ2,6,75,1400,6.55,50.4,7.587687157,1991.685858,NA,153379.4,362186
ABA,SJ,SJ2,1.5,79.17,1400,6.55,50.4,7.587687157,1991.685858,NA,153379.4,362186
ABA,SJ,SJ2,3,83.33,1400,6.55,50.4,7.587687157,1991.685858,NA,153379.4,362186
ABA,SJ,SJ2,4,80.21,1400,6.55,50.4,7.587687157,1991.685858,NA,153379.4,362186
ABA,SJ,SJ2,3,78.13,1400,6.55,50.4,7.587687157,1991.685858,NA,153379.4,362186
ABA,SJ,SJ3,5,66.67,630,2.89,37.5,7.587687157,1883.03488,NA,153605.4,362321
ABA,SJ,SJ3,12,41.67,630,2.89,37.5,7.587687157,1883.03488,NA,153605.4,362321
ABA,SJ,SJ3,6.5,29.17,630,2.89,37.5,7.587687157,1883.03488,NA,153605.4,362321
ABA,SJ,SJ3,10.5,54.17,630,2.89,37.5,7.587687157,1883.03488,NA,153605.4,362321
ABA,SJ,SJ3,7,50,630,2.89,37.5,7.587687157,1883.03488,NA,153605.4,362321
ABA,SJ,SJ4,4,92.71,3290,8.55,90.9,7.587687157,1752.264922,NA,153566.6,362447
ABA,SJ,SJ4,5,53.13,3290,8.55,90.9,7.587687157,1752.264922,NA,153566.6,362447
ABA,SJ,SJ4,6,80.21,3290,8.55,90.9,7.587687157,1752.264922,NA,153566.6,362447
ABA,SJ,SJ4,2,91.67,3290,8.55,90.9,7.587687157,1752.264922,NA,153566.6,362447
ABA,SJ,SJ4,5,90.63,3290,8.55,90.9,7.587687157,1752.264922,NA,153566.6,362447
ABA,SJ,SJ5,7.5,82.29,2030,8,58.9,7.587687157,1957.922266,NA,153507.4,362230.8
ABA,SJ,SJ5,4.5,85.42,2030,8,58.9,7.587687157,1957.922266,NA,153507.4,362230.8
ABA,SJ,SJ5,6.8,82.29,2030,8,58.9,7.587687157,1957.922266,NA,153507.4,362230.8
ABA,SJ,SJ5,4,91.67,2030,8,58.9,7.587687157,1957.922266,NA,153507.4,362230.8
ABA,SJ,SJ5,4.4,87.5,2030,8,58.9,7.587687157,1957.922266,NA,153507.4,362230.8
WAS,TP,TP1,3,72.92,2240,5.25,99.9,21.28186953,10649.04044,4,149954.8,381127.2
WAS,TP,TP1,1.9,77.08,2240,5.25,99.9,21.28186953,10649.04044,4,149954.8,381127.2
WAS,TP,TP1,3,72.92,2240,5.25,99.9,21.28186953,10649.04044,4,149954.8,381127.2
WAS,TP,TP1,3.5,86.46,2240,5.25,99.9,21.28186953,10649.04044,4,149954.8,381127.2
WAS,TP,TP1,7.3,84.38,2240,5.25,99.9,21.28186953,10649.04044,4,149954.8,381127.2
WAS,TP,TP2,5,26.04,2450,13.7,113,21.28186953,10306.68189,4,149539.4,380819
WAS,TP,TP2,4.5,48.96,2450,13.7,113,21.28186953,10306.68189,4,149539.4,380819
WAS,TP,TP2,3,67.71,2450,13.7,113,21.28186953,10306.68189,4,149539.4,380819
WAS,TP,TP2,4,71.88,2450,13.7,113,21.28186953,10306.68189,4,149539.4,380819
WAS,TP,TP2,3.5,48.96,2450,13.7,113,21.28186953,10306.68189,4,149539.4,380819
WAS,TP,TP3,8,68.75,2380,5.72,58.1,21.28186953,10336.70931,4,149649.6,380841.2
WAS,TP,TP3,4,52.08,2380,5.72,58.1,21.28186953,10336.70931,4,149649.6,380841.2
WAS,TP,TP3,6,20.83,2380,5.72,58.1,21.28186953,10336.70931,4,149649.6,380841.2
WAS,TP,TP3,3,58.33,2380,5.72,58.1,21.28186953,10336.70931,4,149649.6,380841.2
WAS,TP,TP3,5,50,2380,5.72,58.1,21.28186953,10336.70931,4,149649.6,380841.2
WAS,TP,TP4,4,87.5,1820,4.14,30.2,21.28186953,10587.60737,4,149831.2,381077.6
WAS,TP,TP4,5,93.75,1820,4.14,30.2,21.28186953,10587.60737,4,149831.2,381077.6
WAS,TP,TP4,6,85.42,1820,4.14,30.2,21.28186953,10587.60737,4,149831.2,381077.6
WAS,TP,TP4,7,90.63,1820,4.14,30.2,21.28186953,10587.60737,4,149831.2,381077.6
WAS,TP,TP4,5,91.67,1820,4.14,30.2,21.28186953,10587.60737,4,149831.2,381077.6
WAS,TP,TP5,3,20.83,840,8.03,74.6,21.28186953,10229.19622,4,149504.8,380743.6
WAS,TP,TP5,2,28.13,840,8.03,74.6,21.28186953,10229.19622,4,149504.8,380743.6
WAS,TP,TP5,5,33.33,840,8.03,74.6,21.28186953,10229.19622,4,149504.8,380743.6
WAS,TP,TP5,5.5,54.17,840,8.03,74.6,21.28186953,10229.19622,4,149504.8,380743.6
WAS,TP,TP5,7,29.17,840,8.03,74.6,21.28186953,10229.19622,4,149504.8,380743.6
ABA,UT,UT1,0.5,86.22,2100,15.1,35.6,56.44631816,396.593595,NA,153076.2,368961.2
ABA,UT,UT1,3,86.22,2100,15.1,35.6,56.44631816,396.593595,NA,153076.2,368961.2
ABA,UT,UT1,1,85.96,2100,15.1,35.6,56.44631816,396.593595,NA,153076.2,368961.2
ABA,UT,UT1,3,86.22,2100,15.1,35.6,56.44631816,396.593595,NA,153076.2,368961.2
ABA,UT,UT1,1,87.26,2100,15.1,35.6,56.44631816,396.593595,NA,153076.2,368961.2
ABA,UT,UT2,3,88.04,1750,8.6,28.9,56.44631816,520.310215,NA,152658.4,369008.6
ABA,UT,UT2,1.5,90.12,1750,8.6,28.9,56.44631816,520.310215,NA,152658.4,369008.6
ABA,UT,UT2,3.5,68.28,1750,8.6,28.9,56.44631816,520.310215,NA,152658.4,369008.6
ABA,UT,UT2,2,82.32,1750,8.6,28.9,56.44631816,520.310215,NA,152658.4,369008.6
ABA,UT,UT2,1,83.62,1750,8.6,28.9,56.44631816,520.310215,NA,152658.4,369008.6
ABA,UT,UT3,0.5,88.3,2170,30.7,46.4,56.44631816,554.116413,NA,152739,369089
ABA,UT,UT3,3,89.34,2170,30.7,46.4,56.44631816,554.116413,NA,152739,369089
ABA,UT,UT3,1.5,87.26,2170,30.7,46.4,56.44631816,554.116413,NA,152739,369089
ABA,UT,UT3,2,81.54,2170,30.7,46.4,56.44631816,554.116413,NA,152739,369089
ABA,UT,UT3,2.5,87,2170,30.7,46.4,56.44631816,554.116413,NA,152739,369089
ABA,UT,UT4,2.5,85.7,3150,17.3,48.2,56.44631816,226.647391,NA,152839,368774.8
ABA,UT,UT4,2.5,88.56,3150,17.3,48.2,56.44631816,226.647391,NA,152839,368774.8
ABA,UT,UT4,1.5,81.54,3150,17.3,48.2,56.44631816,226.647391,NA,152839,368774.8
ABA,UT,UT4,0.5,83.62,3150,17.3,48.2,56.44631816,226.647391,NA,152839,368774.8
ABA,UT,UT4,1,85.7,3150,17.3,48.2,56.44631816,226.647391,NA,152839,368774.8
ABA,UT,UT5,6,88.04,3290,12.4,70.7,56.44631816,489.377931,NA,152888.6,369061
ABA,UT,UT5,5.5,79.72,3290,12.4,70.7,56.44631816,489.377931,NA,152888.6,369061
ABA,UT,UT5,4,93.5,3290,12.4,70.7,56.44631816,489.377931,NA,152888.6,369061
ABA,UT,UT5,2,89.6,3290,12.4,70.7,56.44631816,489.377931,NA,152888.6,369061
ABA,UT,UT5,5,90.9,3290,12.4,70.7,56.44631816,489.377931,NA,152888.6,369061
